date_time,file_name,start_time,end_time,start_freq,end_freq,class_label,call_type,confidence,notes,labeler,id
27/05/2022 13:49,RICHFIELDM1_20220413_133400_start_0_42.wav,9.069451151,11.74179445,2.810062154,8.400807815,Common Kestrel,NA,1,NA,ag,1
09/11/2022 12:55,RICHFIELDM1_20220413_140400_start_0_0.wav,5.355678752,7.801805076,1.341797101,7.761446109,Blackbird,NA,1,NA,ag,1
07/12/2022 18:08,RICHFIELDM1_20220413_133400_start_0_14.wav,11.39214205,14.50155085,3.707596316,9.15739881,Wren,NA,1,,ag,1
07/12/2022 18:08,RICHFIELDM1_20220413_133400_start_0_14.wav,11.27975379,14.91364117,1.076657182,2.486088861,Rook,NA,1,,ag,1
07/12/2022 18:12,CARNSOREMET_20220603_191900_start_0_0.wav,4.823672078,6.559446464,3.096842589,8.076834522, Blackbird,NA,1,,ag,1
07/12/2022 18:13,CARNSOREMET_20220603_191900_start_0_14.wav,1.064908841,4.748746565,3.613634204,6.197592283,Tit,NA,1,Great Tit,ag,1
07/12/2022 18:14,CARNSOREMET_20220603_191900_start_0_42.wav,1.389586064,5.123374131,3.707596316,6.150611227,Tit,NA,1,Great Tit,ag,1
07/12/2022 18:14,CARNSOREMET_20220603_191900_start_0_56.wav,11.10492759,13.36518056,3.895520294,6.432497317,Dunnock,NA,1,,ag,1
07/12/2022 18:15,CARNSOREMET_20220603_191900_start_1_24.wav,14.13941087,15.01820388,4.036463462,7.137213156,Great Tit,NA,1,,ag,1
07/12/2022 18:15,CARNSOREMET_20220603_191900_start_1_24.wav,14.06448535,14.93861634,3.331747622,6.902307877,Great Tit,NA,1,,ag,1
07/12/2022 18:16,CARNSOREMET_20220603_191900_start_1_38.wav,6.309694754,9.494029058,5.210990108,8.969474586,Great Tit,NA,1,,ag,1
07/12/2022 18:20,CARNSOREMET_20220603_191900_start_1_38.wav,0.403066809,3.787202481,3.425709981,6.432497563,Great Tit,NA,1,,ag,1
07/12/2022 18:21,CARNSOREMET_20220603_191900_start_1_38.wav,0.303166125,3.724764554,3.660614992,6.667402574,greattit,NA,1,,ag,1
07/12/2022 18:22,CARNSOREMET_20220603_191900_start_1_52.wav,3.549938357,6.34715751,3.801558428,6.009668059,greattit,NA,1,,ag,1
07/12/2022 18:22,CARNSOREMET_20220603_191900_start_2_20.wav,12.37866131,14.91364117,3.801558428,5.915705947,greattit,NA,1,,ag,1
07/12/2022 18:22,CARNSOREMET_20220603_191900_start_2_34.wav,-0.018203883,0.952520572,4.083444764,6.197592283,greattit,NA,1,,ag,1
07/12/2022 18:23,CARNSOREMET_20220603_191900_start_2_34.wav,6.047455458,11.07995242,3.66061526,8.405701914,Wren,NA,1,,ag,1
07/12/2022 18:23,CARNSOREMET_20220603_191900_start_2_6.wav,3.050434937,7.8206926,3.143823645,6.432497563,Great Tit,NA,1,,ag,1
07/12/2022 18:24,CARNSOREMET_20220603_191900_start_3_44.wav,2.600881858,7.745767087,3.707596316,7.184194459,Meadow Pipit,NA,1,,ag,1
07/12/2022 18:24,CARNSOREMET_20220603_191900_start_3_44.wav,8.295220849,12.8157268,3.519672092,8.029853467,Wren,NA,1,,ag,1
31/05/2022 12:51,RICHFIELDM1_20220413_133400_start_0_14.wav,14.55244344,14.94366574,0.17295528,11.98828125,Noise,song,1,NA,dk,1
31/05/2022 12:57,RICHFIELDM1_20220413_133400_start_3_2.wav,-0.01543966,2.5686866,2.523234953,9.903113125,Wren,song,1,NA,dk,1
31/05/2022 12:58,RICHFIELDM1_20220413_133400_start_3_2.wav,11.31971178,15.01820388,2.61724614,9.809101938,Wren,song,1,NA,dk,1
31/05/2022 12:58,RICHFIELDM1_20220413_133400_start_3_2.wav,-0.018203883,2.476028686,3.275324448,9.43305719,Wren,song,1,NA,dk,1
31/05/2022 12:58,RICHFIELDM1_20220413_133400_start_3_2.wav,0.015446312,2.48632401,2.993290887,9.856107531,Wren,song,1,NA,dk,1
31/05/2022 12:59,RICHFIELDM1_20220413_134900_start_1_24.wav,6.99567581,12.28747221,1.019055962,9.104018036,Wren,song,1,NA,dk,1
31/05/2022 13:00,RICHFIELDM1_20220413_134900_start_1_24.wav,0.344896671,0.931730125,0.078944093,11.98828125,Rook,call,1,NA,dk,1
31/05/2022 13:02,RICHFIELDM1_20220413_134900_start_1_24.wav,7.93255027,9.796003868,0.125949687,11.83034246,Rook,call,1,NA,dk,1
31/05/2022 13:03,RICHFIELDM1_20220413_134900_start_1_24.wav,14.0170866,14.98484703,0.078944093,11.68932568,Rook,call,1,NA,dk,1
31/05/2022 13:08,RICHFIELDM1_20220413_134900_start_3_2.wav,7.397193436,8.148752069,0.549000028,3.745380382,Blackbird,alarm call,1,NA,dk,1
31/05/2022 13:09,RICHFIELDM1_20220413_134900_start_3_2.wav,-0.018203883,1.775946672,2.993290887,7.693850232,Wren,song,1,NA,dk,1
31/05/2022 13:09,RICHFIELDM1_20220413_134900_start_3_2.wav,-0.018203883,2.095101708,2.664251733,7.082777517,Wren,song,1,NA,dk,1
31/05/2022 13:10,RICHFIELDM1_20220413_134900_start_3_2.wav,0.025741635,1.652402787,3.087302074,6.800743957,Wren,song,1,NA,dk,1
31/05/2022 13:11,RICHFIELDM1_20220413_134900_start_3_2.wav,5.224880126,7.366307464,0.17295528,11.83034246,Rook,call,1,NA,dk,1
31/05/2022 13:13,RICHFIELDM1_20220413_134900_start_3_58.wav,0.180171492,0.519917175,0.0319385,11.83034246,Human,call,1,NA,dk,1
31/05/2022 13:13,RICHFIELDM1_20220413_134900_start_3_58.wav,1.086159981,3.258473291,3.886397163,9.198029223,Wren,song,1,NA,dk,1
31/05/2022 13:14,RICHFIELDM1_20220413_134900_start_3_58.wav,1.117045952,3.217291996,0.219960874,4.873514625,Rook,call,1,NA,dk,1
31/05/2022 13:16,RICHFIELDM1_20220413_134900_start_3_58.wav,9.240056386,13.98620063,0.17295528,5.860632088,Rook,call,1,NA,dk,1
31/05/2022 13:17,RICHFIELDM1_20220413_134900_start_3_58.wav,0.80818624,1.024388038,0.17295528,11.98828125,Noise,,1,NA,dk,1
31/05/2022 13:17,RICHFIELDM1_20220413_134900_start_3_58.wav,5.646988399,5.852894874,0.078944093,11.87734805,Noise,,1,NA,dk,1
31/05/2022 13:19,RICHFIELDM1_20220413_134900_start_4_40.wav,11.25793984,13.78029416,2.8992797,9.527068377,Wren,song,1,NA,dk,1
31/05/2022 13:19,RICHFIELDM1_20220413_134900_start_4_40.wav,4.49391214,10.71228768,2.664251733,8.821984475,Wren,song,1,NA,dk,1
31/05/2022 13:20,RICHFIELDM1_20220413_134900_start_4_40.wav,3.165815377,4.040917895,4.544475471,7.881872606,Wren,song,1,NA,dk,1
31/05/2022 13:20,RICHFIELDM1_20220413_134900_start_4_40.wav,-0.018203883,0.89054883,4.168430723,7.975883793,Wren,song,1,NA,dk,1
31/05/2022 13:23,RICHFIELDM1_20220413_134900_start_4_40.wav,1.477382283,7.108924371,0.078944093,5.390576153,Woodpigeon,call,1,NA,dk,1
31/05/2022 13:25,RICHFIELDM1_20220413_134900_start_4_40.wav,7.119219695,8.601746314,0.17295528,11.87734805,Blackbird,song,0.5,NA,dk,1
31/05/2022 13:25,RICHFIELDM1_20220413_134900_start_4_40.wav,10.84612689,11.02114739,0.172955359,11.98828125,Noise,song,1,NA,dk,1
31/05/2022 13:25,RICHFIELDM1_20220413_134900_start_4_40.wav,13.0184402,13.21405135,0.125949765,11.98828125,Noise,song,1,NA,dk,1
31/05/2022 13:27,RICHFIELDM1_20220413_140400_start_2_48.wav,7.170696313,8.066389479,2.617246218,5.531593012,Chaffinch,song,1,NA,dk,1
31/05/2022 13:27,RICHFIELDM1_20220413_140400_start_2_48.wav,11.75211538,14.37742293,1.865156723,7.505827937,Chaffinch,song,1,NA,dk,1
